Iteration,Accuracy
50,0.1006097560976
100,0.4277317073171
150,0.5329756097561
200,0.5497560975610
250,0.5660000000000
300,0.5735365853659
350,0.5474634146341
400,0.5487317073171
450,0.5893902439024
500,0.6114878048780
550,0.6245609756098
600,0.6363170731707
650,0.6540000000000
700,0.6041219512195
750,0.6632439024390
800,0.6580487804878
850,0.6838536585366
900,0.6898048780488
950,0.7356341463415
1000,0.7150487804878
1050,0.7706097560976
1100,0.7837073170732
1150,0.7914878048780
1200,0.7249268292683
1250,0.7869268292683
1300,0.8167317073171
1350,0.7881707317073
1400,0.7557560975610
1450,0.7947804878049
1500,0.8259268292683
"W1: [[-0.23234779  0.23451526  0.38167799 ... -0.08212294  0.31499563
   0.4409793 ]
 [ 0.06122208  0.19600714 -0.39068118 ...  0.17930059  0.13141683
  -0.02037243]
 [ 0.07493093 -0.15618499  0.19864052 ...  0.07587543  0.54708972
   0.12271043]
 ...
 [-0.02167654  0.48849811  0.17535074 ...  0.5605714   0.53527883
  -0.35696022]
 [ 0.34481519 -0.38585778 -0.33524692 ... -0.02121609  0.22003442
   0.11318669]
 [-0.15799395  0.31913764  0.35409069 ...  0.47864477  0.51875311
  -0.29236856]], b1: [[ -0.86441051]
 [ -6.95614619]
 [-17.35324685]
 [ -5.92158552]
 [ 10.87624555]
 [  1.20032415]
 [ -7.84143414]
 [ -0.07302799]
 [ 11.39022409]
 [ 16.60506754]], W2: [[-0.44357571  0.24077996 -0.97038061 -2.63834894 -0.60361971 -1.67955687
   0.8714214  -1.97393125  0.08700074 -0.19763923]
 [-0.38407214  0.54342206  0.75109051  0.3737838   0.93236668 -0.06893708
  -1.56548551  0.85220716  0.57545175 -0.70469366]
 [ 0.93998349  0.53003713  0.76781553  0.75596852 -0.38946672  0.38529661
  -0.32200374  0.84524541  1.00939963 -0.58081524]
 [-0.61892798  0.33240216  0.42437761  0.35928349 -0.15348457 -0.21206767
   0.72904809  0.31809195 -0.04270914  0.36845565]
 [ 0.91742809  0.89158687 -0.74261278  0.33938184 -0.37942578  0.13524136
  -1.02625755  0.70931931  0.68816735  0.53626154]
 [ 1.06662022  0.35395085 -0.38106957  0.95835144  0.5548674   0.04320151
   0.91010639  0.95432469  0.14835457 -0.10698306]
 [ 0.21203569  0.77379756 -0.40820852  1.0025026   0.10042579  0.85107727
  -0.4592941   0.75422686  1.18091695 -1.14944306]
 [ 1.83521049  0.28001801  0.77410239  0.37886121 -0.11200235  0.122432
  -0.88394638  1.21380618 -0.31435433  0.3834763 ]
 [ 0.28282668  0.54055396  0.48798885  0.79739899  1.02288247  0.52406201
   0.44797945  0.53189911 -0.51970356 -0.46013867]
 [-1.35743586 -2.51699198 -0.04146577 -2.9423567  -0.14829563 -2.00072987
   0.2338908  -3.41760777 -1.32151072  1.37457171]], b2: [[ 2.57853989]
 [-0.59726884]
 [ 3.31510635]
 [-0.58583236]
 [-3.09510257]
 [-0.68703039]
 [ 5.05328398]
 [-0.86338941]
 [-0.34036377]
 [-8.02183732]]"
